Thématique;Sous-thème;mot;noyau;genre;mot en chinois;phrases françaises;phrases chinoises;tag;
espace;air;atmosphère;1;f.;???;L’atmosphère de cette ville est très polluée.;?????????????;atmosphère/pollué;
espace;air;poussière;1; f.;??;La voiture a soulevé beaucoup de poussière.;??????????;poussière/soulever/voiture;
espace;air;effet de serre;1;n;????;Le monde subit un effet de serre.;????????????;subir/effetdeserre;
espace;air;dépression;1;f.;??;Il y aura une dépression atmosphérique ce week-end.;??????????;dépression/atmosphérique;
espace;air;anticyclone;1;m.;???;Nous attendons un anticyclone.;?????????;anticyclone/;
espace;météo;météo;0; f.;????;Que dit le bulletin météo ?;?????????;météo/bulletin;
espace;météo;climat;1;m.;??;Le climat a beaucoup changé ces derniers jours.;??????????;climat/changer;
espace;météo;pluie;1;f. ;?;La pluie est très forte aujourd’hui.;??????????;pluie/;
espace;météo;nuage;1;m. ;?;Il y a trop de nuages pour sortir.;????????????????;nuage/;
espace;météo;nuageux, se;1;a;???;Le ciel est très nuageux ces temps-ci.;??????????;nuageux/ciel;
espace;météo;brouillard;1;m.;??;Le brouillard s’est levé.;??????;brouillard/selever;
espace;météo;neige;1;f.;?;La neige a recouvert le toit de la ferme.;????????????;neige/recouvrir/toit;
espace;météo;neiger;1; v.;?;Il a neigé toute la journée.;????????;neiger/;
espace;météo;vent;1;m.;?;Le vent souffle très fort depuis avant-hier.;????????????;vent/souffler;
espace;météo;souffler*;1;v.;?;Le vent n'a pas cessé de souffler.;??????;souffler/cesser/vent;
espace;météo;tempête;1;f.;???;Il y a eu une tempête épouvantable sur la côte.;????????????????;tempête/épouvantable/côte.;
espace;météo;orage;1;m.;??;L’orage a éclaté sans prévenir.;???????;orage/éclater/prévenir;
espace;météo;tonnerre;1;m.;??;As-tu entendu le coup de tonnerre ?;????????;coupdetonnerre/;
espace;météo;éclair;1;m.;??;Avez-vous vu l’éclair ?;????????;éclair;
espace;météo;foudre;1;f.;??;La foudre a frappé cet arbre;??????????;foudre/frapper;
espace;météo;arc-en-ciel;1;m.;??;On a vu l’arc-en-ciel après l’orage.;????????????;arc-en-ciel/orage;
espace;saison;saison;1;f.;??;J’aime le changement des saisons;?????????;saison/changement;
espace;saison;printemps;1;m.;??;Au printemps, ils nettoient la maison en grand.;?????????????;printemps/nettoyer;
espace;saison;été;1;m.;??;Que fais-tu durant l’été prochain ?;??????????;été;
espace;saison;automne;1;m.;??;Lorsque vient l’automne, on sort des vêtements plus chauds.;????????????????????;automne/vêtement;
espace;saison;hiver;1; m. ;??;L’hiver sera très froid cette année.;????????;hiver/froid;
espace;air;aérien, ne;1;adj.;???;C’est un spectacle aérien.;?????????;aérien/spectacle;
espace;lieu;au-delà;1;adv.;??;Il veut aller au-delà de la frontière.;????????;au-delà/frontière;
espace;montagne;avalanche ;1;f.;??;Attention aux risques d’avalanche !;??????;avalanche/risque/attention;
espace;météo;brume;1;f. ;?;Il a roulé malgré la brume.;??????????;brume/rouler;
espace;lieu;chez;1;prép.;???;Elle n’est pas chez elle aujourd’hui;???????;chez/aujourd'hui;
espace;montagne;colline ;1;f.;??;Il a escaladé la colline.;????????;colline/escalader;
objet;devant;dehors ;1;adv.;???;Les enfants sont allés jouer dehors.;?????????;enfant/aller/dehors;
objet;devant;dessous ;1;adv.;?... ??;Ne regardez pas en dessous.;??????;dessous/regarder;
espace;lieu;domaine;1;m.;??;Dans quel domaine travailles-tu ?;??????????;domaine/travailler;
espace;distance;écart;1;m.;??;Il faudrait mesurer l’écart.;???????;mesurer/écart;
espace;distance;éloigner (s’);1;v.;??;Ne vous éloignez pas de la plage;????????;éloigner(s’)/plage;
espace;lieu;endroit ;1;m.;??;Je ne connais pas bien cet endroit.;??????????;endroit;
espace;environnement;entourer;1;v.;??;Le mur entoure le château.;????????;entourer/mur/château;
espace;environnement;environ;1;m.;??;Il réside aux environs de la capitale.;????????;environ/capitale/résider;
espace;terre;ère primaire ;1;f.;???;L’ère primaire est la plus ancienne;??????????;ère/primaire/ancienne;
objet;devant;extérieur, e ;1;adj.;??;La fête se passe à l’extérieur.;????????;fête/sepasser/extérieur;
objet;devant;face;1;f.;?;Elle a mangé en face de moi;????????;face/manger;
espace;direction;gaucher, ère ;1; adj.;???(?);Leur fils est gaucher.;?????????;gaucher/fils;
espace;mer;golfe;1;m.;??;C’était la seconde guerre du golfe.;??????????;golfe/guerre/seconde;
objet;devant;intérieur, e ;1;adj.;??;Il est à l’intérieur de la voiture.;???????;intérieur/voiture;
espace;distance;kilomètre;1;m.;??;Combien de kilomètres avez-vous faits aujourd’hui ?;?????????;kilomètre/aujourd’hui;
espace;lieu;local, e;1; adj.;??;C’est une action locale.;????????;action/local;
espace;astre;météorite;1;m.;??;Le météorite est tombé sur terre.;??????????;météorite/tomber/terre;
espace;distance;mètre;1;m.;?;Il a choisi trois mètres de tissu bleu.;?????????;choisir/mètre/tissu/bleu;
espace;environnement;naturel, lle;1;adj.;???;Je suis pour les produits naturels;?????????;naturel/produit;
espace;continent;occident ;1;m.;??;Il avait envie de vivre en occident.;?????????;occident/vivre/envie;
espace;continent;orient;1;m.;??;Il est passionné par l’Orient et ses mystères;??????????????;orient/passionner/mystère;
espace;mer;outremer;1;m.;??;Les habitants d’outremer ont déjà voté.;???????????;outremer/voter/habitant;
espace;astre;pleine lune ;1;f.;??;Lorsque c’est pleine lune, il ne se sent pas comme d’habitude.;???????????????????;plein/lune/habitude;
espace;direction;position;1;f.;??;Il faut changer de position;???????;position/changer;
espace;distance;près ;1;adv.;?;Il est près de réussir.;??????;près/réussir.;
espace;espace;région;1;f.;??;La région est célèbre pour ses spécialités.;?????????????;région/célèbre/spécialité;
espace;mer;rive;1;f.;?;Les rives du fleuve ne sont pas sûres.;????????;rive/fleuve/sûr;
espace;sol;rocheux, se;1; adj.;??;Il a escaladé le sommet rocheux.;????????;rocheux/sommet;
espace;sol;rocher ;1;m.;?? ;Il s’est bronzé sur le rocher.;?????????;bronzer/rocher;
espace;environnement;situation;1;f.;??;La situation est pire aujourd’hui;????????;situation/pire;
espace;relief;steppe ;1;f.;???;Ce sont des habitants des steppes.;??????????;habitant/steppe;
espace;terre;terrien, ne;1;adj.;????;Les terriens pensent souvent qu’ils sont seuls dans l’univers.;????????????????????;terrien/penser/univers;
espace;lac et fleuve;torrent ;1;m.;??;Le torrent est à sec.;???????;torrent/sac;
espace;météo;typhon ;1;m.;??;La météo a annoncé un typhon.;???????????;typhon/météo/annoncer;
espace;météo;verglas;1;m.;??;Quand il y a du verglas, il vaut mieux être prudent.;?????????????;verglas/prudent;
espace;distance;voisin;1;adj.;??;Je viens de rencontrer nos nouveaux voisins.;???????????;voisin/nouveau/rencontrer;
espace;univers;zénith;1;m.;??;Le soleil est à son zénith.;???????;soleil/zénith;
temps;univers;zodiaque;1;m.;?????;Connais-tu son signe du zodiaque ?;?????????;signe/zodiaque;
temps;temps;temps;0;m.;??;Il a beaucoup de temps maintenant.;?????????;beaucoup/temps/maintenant;
temps;temps;quand;1;adv.;????;Quand reviendrez-vous ?;?????????;quand/revenir;
temps;temps;lors;1;adv.;??;Lors de sa venue, il semblait pourtant calme.;?????????????;lors/venue/sembler/calme;
temps;temps;lorsque;1;conj.;?…?;Lorsque quelqu’un dit qu’il n’est pas d’accord, il faut       l’écouter.;????????????????;lorsque/dire/accord/écouter;
temps;temps;écouler (s');1;v.;??/??;Le temps s’écoule.;?????;temps/écouler(s')/faire;
temps;temps;attendre;1;v.;??;Il n’est pas utile d’attendre davantage.;????????????;utile/attendre/davantage;
temps;temps;depuis;1;prép./ adv.;?…??;Il habite ici depuis trois ans.;???????????;habiter/depuis/an;
temps;temps;dès;1;prép.;?…?;Dès qu’il m’a vu, il a fui.;?????????;dès/voir/fuir;
temps;début;début;0;m.;??;Au début, tout paraît bien.;????????????;début/paraître;
temps;début;initial, e;1;adj.;???;Sa volonté initiale était de dire non.;??????????;volonté/initiale/dire;
temps;début;fin;1;f.;??;A la fin, ils se sont compris.;???????????;fin/comprendre;
temps;début;commencer;1;v.;??;Par où faut-il commencer ce chantier ?;????????????;où/commencer/chantier;
temps;début;commencement;1;m.;??;Je n'étais pas au commencement de cette aventure.;???????????;commencement/aventure;
temps;début;finir;1;v.;??;J’ai fini mon travail et vais en commencer un autre.;????????????????????;finir/travail/commencer;
temps;début;terminer;1;v.;??;Tu dois terminer tes devoirs avant de jouer.;????????????;terminer/devoir/jouer;
temps;début;neuf, euve;1;adj.;??;Elle a des chaussures neuves.;????????;chaussure/neuve;
temps;début;nouveauté;1;f.;?;Elle aime toute nouveauté technologique.;???????????;aimer/nouveauté/technologique;
temps;début;ancien, ne;1;adj.;???;C'est un meuble très ancien.;?????????;partager/goût/ancien;
temps;début;antique;1;adj.;???;Il a une bonne connaissance des choses antiques.;???????????;connaissance/antique;
temps;début;classique;1;adj.;???;J’aime les choses classiques.;?????????;aimer/classique;
temps;début;contemporain, e;1;adj.;???;Il est amateur d’art contemporain.;???????????;amateur/art/contemporain;
temps;début;moderne;1;adj.;???;Cette pièce est très moderne.;?????????;pièce/moderne;
temps;début;Moyen Âge;1;m.;???;Au Moyen Âge, on ne voyageait pas facilement.;???????????????;MoyenÂge/voyager/facilement;
temps;début;antiquité;1;f.;??;Elle a ouvert une boutique d'antiquités.;????????;ouvrir/boutique/antiquité;
temps;début;rétro;1;adj.;???;Son appartement est         décoré dans le style rétro.;???????????????;appartement/décoré/rétro;
temps;début;usagé;1;adj.;??;Ces chaussures sont très usagées.;???????;chaussure/usagé;
temps;début;récent, e;1;adj.;???;je les ai pas vus récemment.;?????????;voir/récemment;
temps;début;mode;1;f.;??;Son costume est très à la mode.;????????;costume/mode;
temps;durée;durée;0;f.;??;Quelle est la durée du spectacle ?;?????????;durée/spectacle;
temps;durée;durant;1;prép.;?…??;Durant trois ans, il n’a pas dit un mot.;?????????????;durant/dire/mot;
temps;durée;pendant;1;;?…??;Ils ne se sont pas parlé pendant trois ans.;?????????;separler/pendant;
temps;durée;entre-temps;1;adv.;????;Entre-temps vous aurez la possibilité de manger.;?????????????;entre-temps/possibilité/manger;
temps;durée;provisoire;1;adj.;???;C'est une solution provisoire.;???????????;solution/provisoire;
temps;durée;temporaire;1;adj.;???;C’est une situation temporaire.;????????;situation/temporaire;
temps;durée;pause;1;f.;??;Je vous propose une pause de dix minutes.;??????????;proposer/pause/minute;
temps;durée;interrompre;1;v.;??;Désolé de vous interrompre, mais c’est                l’heure !;?????????????;désolé/interrompre/heure;
temps;durée;interruption;1;f.;??;Ils ont travaillé sans interruption depuis deux jours.;??????????????;travailler/interruption/jour;
temps;durée;intervalle;1;m.;??;Il a profité d’un petit intervalle pour aller manger.;??????????????;profiter/intervalle/manger;
temps;durée;rompre;1;v.;??;Ils ont rompu leurs relations.;????????;rompre/relation;
temps;durée;jusque;1; prép./ conj.;??;Elle a roulé jusqu’à la ferme.;?????????;pousser/route/jusqu'à/ferme;
temps;durée;époque;1;f.;??;Nous vivons une époque un peu difficile.;????????????;vivre/époque/difficile;
temps;durée;étape;1;f.;??;C’est une étape importante dans son projet.;????????????;étape/projet;
temps;durée;période;1;f.;??/??;En quelle période cela       s’est-il passé ?;??????????;période/sepasser;
temps;durée;phase;1;f.;??;Quelle est la prochaine phase de cette opération ?;???????????????;phase/opération;
temps;durée;continuer;1;v.;??;Il faut continuer dans cette voie.;?????????;continuer/voie;
temps;durée;continu, e;1;adj.;???;C'est une action continue.;????????;action/continu;
temps;durée;terme;1;m.;??;Quel est le terme qu’ils se sont fixé ?;???????????;terme/sefixer;
temps;durée;court terme;1;m.;??;Ça ne changera pas à court terme.;??????????;changer/courtterme;
temps;durée;moyen terme;1;m.;??;A moyen terme, ils verront les résultats.;????????????;moyenterme/voir/résultat;
temps;durée;long terme;1;m.;??;Nous serons tous morts à long terme.;???????????;mourir/longterme;
temps;durée;longtemps;1;adv.;??;Cela fait déjà longtemps    qu’il est mort.;?????????;longtemps/mourir;
temps;durée;permanent, e;1;adj.;???;C’est un invité permanent.;??????;invité/permanent;
temps;durée;moment;1;m.;??;J'aime passer un moment avec lui.;??????????????;moment/dure;
temps;durée;instant;1;m.;??;Je reviens dans un instant.;??????;revenir/instant;
temps;durée;bref, ève;1;adj.;???;C’était un bref mais excellent voyage.;?????????????;bref/excellent/voyage;
temps;durée;périmer;1;v.;??;Cette boîte de conserve est périmée.;??????????;boîte/conserve/périmer;
temps;tôt;tôt;0;adv.;?;Il est encore trop tôt pour savoir ce qu’il a fait.;??????????????;tôt/savoir/faire;
temps;tôt;tard;1;adv.;?;Il n’est jamais trop tard pour faire quelque chose.;???????????;tard/faire;
temps;tôt;délai;1;m.;??;Leurs délais de livraison sont longs.;??????????????;expliquer/délai/long;
temps;tôt;retard;1;m.;??;Je ne suis pas en retard,    j’espère ?;????????;retard/espérer;
temps;tôt;ponctuel, lle;1;adj.;???;Elle est toujours très ponctuelle.;???????;ponctuel;
temps;tôt;retarder;1;v.;??;Il l’a retardée en lui racontant ses problèmes.;????????????????;retarder/raconter/problème;
temps;tôt;déjà;1;adv.;??;Je l’ai déjà vu quelque part.;??????????;déjà/voir/tête;
temps;tôt;avancer;1;v.;??;Cette montre avance d'une heure.;?????????;montre/avancer/heure;
temps;tôt;aussitôt;1;adv.;??;Il a plu aussitôt après que nous sommes rentrés..;???????????????;plaire/aussitôt;
temps;tôt;bientôt;1;adv.;??;Bientôt nous nous retrouverons tous.;?????????;bientôt/setrouver;
temps;tôt;tantôt;1;adv.;??;Tantôt il est content tantôt il ne l’est pas.;??????????;tantôt/content;
temps;jour;jour;0;m.;??;Quel jour comptes-tu venir ?;?????;jour/compter/venir;
temps;jour;journée;1;f.;??;Elle a toute sa journée pour elle.;?????????;journée/devant;
temps;jour;aujourd'hui;1;m.;??;Aujourd’hui, on va enfin savoir.;???????????;aujourd'hui/savoir;
temps;jour;hier;1;m.;??;Hier, tout me semblait clair. Mais aujourd’hui…;?????????????????… …;hier/sembler/aujourd'hui;
temps;jour;demain;1;m.;??;Il aura le temps de finir demain.;??????????;temps/finir/demain;
temps;jour;avant-hier;1;m.;??;Ils se sont croisés       avant-hier.;????????;secroiser/avant-hier;
temps;jour;après-demain;1;m.;??;Je ne peux rester jusqu’à après-demain.;????????;rester/après-demain;
temps;jour;matin;1;m.;??;Il se lève tôt le matin.;??????????;selever/matin;
temps;jour;midi;1;m.;??;Le soleil est très fort à midi.;?????????;soleil/midi;
temps;jour;soir;1;m.;??;Ce soir nous dînons ensemble.;???????????;soir/dîner;
temps;jour;après-midi;1;m.;??;Que fais-tu cet après-midi ?;?????????;faire/après-midi;
temps;jour;nuit;1;f.;??;Il a travaillé toute la nuit.;???????;travailler/nuit;
temps;jour;minuit;1;m.;??;Ils sont rentrés à minuit.;????????;rentrer/minuit;
temps;jour;soirée;1;f.;??;Que fais-tu dans la soirée ?;???????;faire/soirée;
temps;jour;quotidien, ne;1;adj.;???;Il fait son pain quotidien.;????????;faire/pain/quotidien;
temps;présent;présent;0;m.;??;Il ne pense qu’au présent, jamais au passé ni à l’avenir !;?????????????????;penser/présent/passé/avenir;
temps;présent;maintenant;1;adv.;??;Maintenant il est trop tard pour agir.;??????????;maintenant/tard/agir;
temps;présent;passé;1;m.;??;Il ne connaît pas le passé de son épouse.;?????????????;connaître/passé/épouse;
temps;présent;autrefois;1;adv.;??;Autrefois, on ne se baignait pas tous les jours.;?????????????;autrefois/baigner;
temps;présent;futur;1;m.;??;Il s’intéresse beaucoup aux sciences et à leur             évolution future.;??????????????????;intéresser/science/évolution/futur;
temps;présent;avenir;1;m.;??;Il n’y a pas d’avenir sans confiance.;??????????;avenir/confiance;
temps;présent;jadis;1;adv.;??;Jadis, on ne voyageait pas beaucoup.;???????????;jadis/voyager/beaucoup;
temps;présent;antérieur, e;1;adj.;???;Il faut se rappeler de l’état antérieur de cette cité.;?????????????;rappeler/état/antérieur/cité;
temps;présent;ultérieurement;1;adv.;??;Il faudra y penser            ultérieurement.;????????;penser/ultérieurement;
temps;présent;avant ;1;prép.;?…??;Il n’est pas nécessaire de venir avant le spectacle.;????????????;nécessaire/venir/avant/spectacle;
temps;présent;naguère;1;adv.;????;Il était naguère professeur.;???????????;naguère/professeur;
temps;présent;après;1;prép.;?…??;Je suis arrivée juste après elle.;????????;arriver/après;
temps;changer;changer;0;v.;??;Je suis sûr que cela va changer bientôt.;????????????;changer;
temps;changer;changement;1;m.;??;Certaines personnes refusent le changement.;????????;personne/refuser/changement;
temps;changer;modifier;1;v.;??;Je vous demande de ne rien modifier.;???????????;demander/modifier;
temps;changer;varier;1;v.;??;Il n’a pas varié sa position depuis deux ans.;??????????????;varier/position;
temps;changer;transformer;1;v.;??;Il faut transformer cet        échec en réussite.;?????????;transformer/échec/réussite;
temps;changer;remplacer;1;v.;??;Il faut remplacer les piles.;??????;remplacer/pile;
temps;changer;remplaçant;1;m.;?????;Ils cherchent un remplaçant pour les cours.;????????????;chercher/remplaçant/cours;
temps;changer;succéder;1;v.;??;Ils se sont succédé à la      tête de l’entreprise.;?????????????;sesuccéder/tête/entreprise;
temps;changer;devenir;1;v.;??;Il est devenu quelqu’un de vraiment gentil.;?????????????;devenir/gentil;
temps;heure;heure;0;f.;??;A quelle heure penses-tu revenir ?;???????;heure/penser/revenir;
temps;heure;minute;1;f.;??;Je n’ai pas une minute de libre.;????????????;minute/libre;
temps;heure;seconde;1;f.;??;Je viens dans une seconde.;???????;venir/seconde;
temps;heure;horloge;1;f.;??;L’horloge est sur la   cheminée.;???????;horloge/cheminée;
temps;heure;montre;1;f.;??;Elle a une montre ornée de diamants.;????????????;montre/orné/diamant;
temps;heure;aiguille*;1;f.;??;Les aiguilles indiquent les secondes.;???????;aiguille/indiquer/seconde;
temps;date;date;0;f.;??;Je ne connais pas encore la date de leur mariage.;?????????????;connaître/date/mariage;
temps;date;agenda;1;m.;???;Je dois acheter un nouvel agenda.;???????????;acheter/nouvel/agenda;
temps;date;calendrier;1;m.;??;As-tu un calendrier qu’on puisse prévoir le bon   week-end ?;????????????????????;calendrier/prévoir/week-end;
temps;semaine;semaine;0;f.;??;La semaine va être bien remplie.;?????????;semaine/remplir;
temps;semaine;hebdomadaire;1;adj.;?????;Il est en visite hebdomadaire chez ses parents.;???????????;visite/hebdomadaire/parent;
temps;semaine;lundi;1;m.;???;Tous les lundis, il convoque tous ses employés.;?????????????;lundi/convoquer/employé;
temps;semaine;mardi;1;m.;???;Mardi soir ils vont au         théâtre.;????????????;mardi/théâtre;
temps;semaine;mercredi;1;m.;???;Les enfants ne vont pas à   l’école le mercredi.;??????????;enfant/école/mercredi;
temps;semaine;jeudi;1;m.;???;La fête aura lieu jeudi soir.;??????????;fête/jeudi;
temps;semaine;vendredi;1;m.;???;Vendredi il est souvent très fatigué.;???????????;vendredi/fatigué;
temps;semaine;samedi;1;m.;???;Samedi, nous devons faire les courses.;??????????;samedi/faire/course;
temps;semaine;dimanche;1;m.;???;Elle mange chez ses parents tous les dimanche.;???????????????;manger/parent/dimanche;
temps;semaine;week-end;1;m.;??;Il faudra nous rendre visite le prochain week-end.;???????????;rendre/visite/week-end;
temps;mois;mois;0;m.;?;Ils ont deux mois de vacances.;??????????;mois/vacance;
temps;mois;mensuel, elle;1;adj.;?????;J'apprécie leur visite mensuelle.;?????????????;apprécier/visite/mensuel;
temps;mois;janvier;1;m.;??;Janvier est le premier mois de l’année.;????????????;janvier/premier/mois/année;
temps;mois;février;1;m.;??;Février est un bon mois pour y aller.;??????????;février/mois/aller;
temps;mois;mars;1;m.;??;Il pleut souvent au mois de mars.;???????;pleuvoir/mois/mars;
temps;mois;avril;1;m.;??;Le 1er avril, les gens accrochent des poissons dans le dos.;??????????????;avril/gens/accrocher/poisson/dos;
temps;mois;mai;1;m.;??;Au mois de mai, les arbres reverdissent.;????????;mois/mai/arbre/reverdir;
temps;mois;juin;1;m.;??;En juin, les étudiants doivent passer de nombreux examens.;???????????????;juin/passer/examen;
temps;mois;juillet;1;m.;??;Juillet c’est le moment des grands départs en vacances.;?????????;juillet/départ/vacance;
temps;mois;août;1;m.;??;Au mois d’août, il fait          généralement très chaud.;????????;mois/août/chaud;
temps;mois;septembre;1;m.;??;En  septembre, c’est la rentrée des classes.;?????????;septembre/rentrée/classe;
temps;mois;octobre;1;m.;??;Je ne l’ai pas entendu en octobre mais en novembre.;?????????????????????;entendre/octobre/novembre;
temps;mois;novembre;1;m.;???;Au mois de novembre, on se prépare pour les fêtes de fin d’année;??????????????????;novembre/sepréparer/fête;
temps;mois;décembre;1;m.;???;En décembre, il changera de métier.;??????????;décembre/changer/métier;
temps;mois;trimestre;1;m.;??;Le trimestre s’est terminé sur de bons résultats.;??????????????;trimestriel/seterminer/résultat;
temps;mois;trimestriel;1;adj.;??????;Est-ce une publication trimestrielle ou semestrielle ?;??????????;publication/trimestriel;
temps;mois;semestre;1;m.;??;Il réussira mieux au prochain semestre.;?????????????;réussir/semestre;
temps;mois;semestriel;1;adj./    m.;??????;Est-ce une publication trimestrielle ou semestrielle ?;??????????;publication/semestriel;
temps;mois;bimestriel;1;adj./    m.;???????;Je me suis abonné à ce bimestriel.;??????????;s'abonner/bimestriel;
temps;mois;mois dernier;1;m.;???;Le mois dernier, j’ai changé de métier.;?????????;moisdernier/changer/métier;
temps;mois;mois prochain;1;m.;???;Le mois prochain, je change d’université.;????????;moisprochain/changer/université;
temps;année;année;0;f.;?;En quelle année nous sommes-nous rencontrés?;?????????;année/serencontrer;
temps;année;an;1;m.;?;Cela fait deux ans que je ne les ai pas vus.;?????????????;an/voir;
temps;année;cette année;1;f.;??;Cette année, il a décidé de rester ici.;??????????;cetteannée/décider/rester;
temps;année;annuel, elle;1;adj.;???;Il fait un voyage annuel au Canada.;???????????;voyage/annuel/Canada;
temps;année;décennie;1;f.;??;Cela fait une décennie que nous fêtons Noël ensemble.;???????????????;faire/décennie/fêter/Noël;
temps;année;siècle;1;m.;??;Pendant des siècles sa famille a habité dans ce village.;???????????????????;siècle/famille/habiter/village;
temps;année;année prochaine;1;f.;??;On essaiera de faire mieux l’année prochaine.;???????????;essayer/faire/annéeprochaine;
temps;année;année dernière;1;f.;??;Je ne l’ai pas revue depuis   l’année dernière.;?????????????;revoir/annéedernière;
temps;fréquence;fréquence*;0;f.;??;Quelle est la fréquence de leurs rencontres ?;?????????;fréquence/rencontre;
temps;fréquence;fréquent, e;1;adj.;???;Ses visites sont-elles            fréquentes ?;????????;visite/fréquent;
temps;fréquence;souvent;1;adv.;??;Je ne suis pas souvent chez moi.;???????.;être/souvent/chez;
temps;fréquence;jamais;1;adv.;????;Je n’ai jamais imaginé cela.;??????????;jamais/imaginer;
temps;fréquence;rare;1;adj.;???;C'est rare de les voir ensemble.;?????????;rare/voir/ensemble;
temps;fréquence;rarement;1;adv.;??;Ils vont rarement en vacances.;???????;s'occuper/rarement;
temps;fréquence;toujours;1;adv.;??;Je suis toujours content de le voir.;??????????;toujours/content/voir;
temps;fréquence;quelquefois;1;adv.;??;Quelquefois il ne sait pas ce qu’il dit.;??????????????;quelquefois/savoir/dire;
temps;fréquence;fois*;1;adv.;?/?/?;Combien de fois faut-il vous le dire ?;??????????;fois/dire;
temps;fréquence;de nouveau;1;adv.;?;C'est de nouveau le même problème !;????????;denouveau/même/problème;
temps;fréquence;parfois;1;;???;Parfois elle ne sait plus qui elle est.;????????????;parfois/savoir;
temps;fréquence;priorité;1;f.;??;Elle a été accueillie en priorité.;??????????;accueillir/priorité;
temps;fait;fait;0;m.;??/??;Je ne connais pas ces faits.;?????????;;
temps;fait;événement;1;m.;??;Je n’ai pas compris que     c’était un événement majeur.;???????????????;comprendre/événement;
temps;fait;actualité;1; f.;??;Elle a regardé l’émission    d’actualités.;????????;regarder/émission/actualité;
temps;fait;arriver*;1;v.;??;Cela arrive toujours au mauvais moment.;????????????;arriver/moment;
temps;fait;produire* (se);1;v.;??;Cela s’est produit déjà deux fois.;?????????;seproduire/fois;
temps;fait;passer* (se);1;v.;??/??;Ça s'est passé comme elle le dit.;???????????;sepasser/dire;
temps;fait;achever;1;v.;??;J’ai achevé de lire ce livre hier soir.;????????????;achever/lire/livre/soir;
temps;fait;probable;1;adj.;???;C'est probable qu'il soit absent.;??????;probable/absent;
temps;fait;éventuel, elle;1;adj.;???;C'est une solution               éventuelle.;??????????;éventuel/reconnaissance;
temps;fait;possible*;1;adj.;???;Il est possible qu'elle ne vienne pas.;????????;possible/venir;
temps;fait;éventuellement;1;adv.;??;Ils en parleront                          éventuellement à table.;????????????;parler/éventuellement/table;
temps;fait;fatalité;1;f.;??;Il n’aime pas dire que c’est la fatalité.;???????????;aimer/dire/fatalité;
temps;fait;soudain;1;adv.;??;Soudain il a pénétré dans la pièce.;????????;soudain/pénétrer/pièce;
temps;fait;désormais;1;adv.;????;Désormais, il faut y aller.;??????????;désormais/aller;
temps;fait;simultané, e;1;adj.;???;Leur action simultanée a    été très efficace.;??????????????;action/simultané/efficace;
temps;fait;simultanément ;1;adv.;???;Il peut faire plusieurs choses simultanément.;??????????;faire/chose/simultanément;
temps;fait;circonstance;1;f.;??;Dans quelles circonstances vous êtes-vous rencontrés ?;?????????????;circonstance/serencontrer;
temps;fait;situation;1;f.;??;Quelle est la situation de ses parents ?;???????????;situation/parent;
temps;fait;phénomène;1;m.;??;C’est un phénomène rare.;????????;phénomène/rare;
temps;fait;condition;1;f.;??;Les conditions d’une action ne sont pas encore             réunies.;????????????;condition/action/réunir;
temps;fait;puis;1;adv.;??;Ils ont passé l’après-midi avec nous, puis ils nous ont quittés.;??????????????????????;passer/puis/quitter;
temps;fait;ensuite;1;adv.;??;Ensuite, ils ont pris le train.;??????????;ensuite/prendre/train;
temps;fait;contexte;1;m.;??/???;Selon le contexte, cela ne veut pas dire la même chose.;?????????????????;contexte/dire/même;
temps;fait;détail;1;m.;??;Je ne connais pas les         détails de cette affaire.;???????????;connaître/détail/affaire;
temps;fait;histoire;1;f.;??;J'ai bien aimé l'histoire qu'il a racontée.;??????????;aimer/histoire/raconter;
temps;fait;Histoire;1;f.;??;Il aime bien l’Histoire car elle peut expliquer beaucoup de choses.;??????????????????;aimer/Histoire/expliquer/chose;
temps;fait;préhistoire;1;f. ;???;Il étudie la préhistoire.;???????;étudier/préhistoire;
temps;cause;cause;0;f.;??;Quelle est la cause de tout ce bruit ?;?????????????;cause/bruit;
temps;cause;origine;1;f.;??;Quelle est l’origine de sa famille ?;??????????;origine/famille;
temps;cause;parce que;1;conj.;??;Il n’est pas prêt parce qu’il n’a pas été prévenu.;?????????????????;prêt/parceque/prévenir;
temps;cause;effet;1;m.;??;Son action aura de grands effets sur tout le monde.;??????????????????;action/effet/monde;
temps;cause;conséquence;1;f.;??;Il faut songer aux              conséquences de nos actes.;??????????????;songer/conséquence/acte;
temps;cause;hasard;1;m.;??;Se sont-ils retrouvés là    par hasard ?;??????????????;seretrouver/hasard;
temps;cause;destin;1;m.;??;Certains disent que c’est la force du destin.;??????????;certain/dire/force/destin;
temps;cause;magie;1;f.;??;Il a réussi cet exploit par magie.;?????????????;réussir/exploit/magie;
temps;cause;légende;1;f.;??;J’ai lu la légende de ce      héros.;?????????????;lire/légende/héros;
temps;cause;mythe;1;m.;??;Chaque société possède ses propres mythes.;??????????????;société/posséder/mythe;
temps;cause;mystère;1;m.;??;La vie est un grand       mystère.;??????????;vie/mystère;
temps;cause;énigmatique;1;adj.;?????;Son propos d’hier m’a paru très énigmatique.;???????????????;propos/paraître/énigmatique;
temps;cause;accident;1;m.;??;Rien ne se passe par accident, tout a une cause !;?????????????????;sepasser/accident/cause;
temps;cause;raison;1;f.;??;Quelle est la raison de leur venue?;???????;raison/venue;
temps;cause;important;1;adj.;???;C'est important pour eux.;??????????;important;
